nation,pos,squad,comp,age,born,mp,starts,min,90s,goals,shots,sot,sotpct,g/sh,g/sot,shodist,shofk,shopk,pkatt,pastotcmp,pastotatt,pastotcmppct,pastotdist,pastotprgdist,passhocmp,passhoatt,passhocmppct,pasmedcmp,pasmedatt,pasmedcmppct,pasloncmp,paslonatt,pasloncmppct,assists,pasass,pas3rd,ppa,crspa,pasprog,paslive,pasdead,pasfk,tb,sw,pascrs,ti,ck,ckin,ckout,ckstr,pasoff,pasblocks,sca,scapasslive,scapassdead,scadrib,scash,scafld,scadef,gca,gcapasslive,gcapassdead,gcadrib,gcash,gcafld,gcadef,tkl,tklwon,tkldef3rd,tklmid3rd,tklatt3rd,tkldri,tkldriatt,tkldripct,tkldripast,blocks,blksh,blkpass,int,tkl_plus_int,clr,err,touches,toudefpen,toudef3rd,toumid3rd,touatt3rd,touattpen,toulive,toatt,tosuc,tosucpct,totkl,totklpct,carries,cartotdist,carprgdist,carprog,car3rd,cpa,carmis,cardis,rec,recprog,crdy,crdr,2crdy,fls,fld,off,pkwon,pkcon,og,recov,aerwon,aerlost,aerwonpct,market_value_euros,negative,neutral,positive,avgsentimentscore,player_id,total_injuries,total_days_injured,avg_days_injured,max_days_injured,recent_injury_days,goals_per90,assists_per90,shots_on_target_rate
esp,df,getafe,la liga,22,2000,1,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.3392857142857143,0.125,0.5357142857142857,0.1819464285714285,0.0,0,0,0.0,0,0,0.0,0.0,0.0
ger,mf,augsburg,bundesliga,25,1997,19,19,1603,17.8,0,0.51,0.17,33.3,0.0,0.0,28.1,0.0,0.0,0.0,21.0,32.5,64.6,374.9,134.9,8.76,12.0,72.9,9.55,13.2,72.3,2.08,4.78,43.5,0.0,0.34,2.87,0.51,0.06,3.65,31.0,1.29,0.79,0.17,0.06,0.84,0.17,0.22,0.17,0.0,0.0,0.22,1.07,1.46,1.12,0.0,0.0,0.06,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,1.29,0.62,0.9,0.39,1.07,2.25,47.5,1.18,1.35,0.45,0.9,0.56,2.47,1.69,0.0,42.5,2.42,12.7,23.0,7.36,0.28,42.5,0.67,0.17,25.0,0.34,50.0,19.8,104.8,58.5,0.67,0.51,0.0,1.69,0.62,20.6,0.9,0.28,0.0,0.0,1.07,2.3,0.0,0.0,0.0,0.0,5.62,1.57,1.35,53.8,3500000.0,0.8703703703703703,0.0,0.1296296296296296,-0.6918703703703704,0.0,6,172,28.666666666666668,91,7,0.0,0.0,0.33333333333333337
usa,fwmf,dortmund,bundesliga,20,2002,14,4,503,5.6,5,2.68,1.07,40.0,0.27,0.67,16.1,0.18,0.18,0.18,31.1,40.2,77.3,448.0,116.6,18.2,21.4,85.0,9.11,12.3,73.9,1.43,2.5,57.1,0.0,1.43,1.43,1.96,0.36,3.57,36.4,3.57,1.43,0.0,0.0,2.32,1.43,0.71,0.18,0.54,0.0,0.18,1.07,2.86,2.32,0.0,0.0,0.36,0.18,0.0,0.36,0.18,0.0,0.0,0.0,0.18,0.0,1.79,0.71,0.36,0.71,0.71,0.71,1.43,50.0,0.71,1.07,0.36,0.71,0.54,2.32,0.71,0.0,54.1,0.89,5.71,22.3,26.6,5.36,53.9,3.04,1.07,35.3,1.61,52.9,36.4,205.9,98.4,3.21,2.68,1.07,1.79,2.68,41.4,7.86,0.18,0.0,0.0,0.71,2.32,0.18,0.0,0.0,0.0,3.21,0.89,1.96,31.3,7000000.0,0.2407407407407407,0.2777777777777778,0.4814814814814814,0.151424074074074,0.0,15,514,34.266666666666666,90,22,0.8928571428571429,0.0,0.39925373134328357
esp,mf,barcelona,la liga,19,2003,1,0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,7.0,5.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12000000.0,0.5,0.0555555555555555,0.4444444444444444,-0.0976555555555555,0.0,2,426,213.0,303,303,0.0,0.0,0.0
bra,df,lille,ligue 1,23,1999,8,4,454,5.0,1,0.4,0.2,50.0,0.5,1.0,5.8,0.0,0.0,0.0,58.8,65.0,90.5,1019.0,436.6,24.8,26.4,93.9,27.8,29.4,94.6,4.0,6.0,66.7,0.0,0.0,2.4,0.0,0.0,2.6,61.4,3.2,1.4,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.4,1.2,0.8,0.0,1.0,1.4,71.4,0.4,0.4,0.0,0.4,1.2,3.2,3.8,0.0,73.6,10.4,41.8,31.2,1.2,0.4,73.6,0.8,0.4,50.0,0.4,50.0,56.6,279.2,104.0,0.6,0.4,0.0,0.4,0.8,50.8,0.0,0.2,0.0,0.0,0.4,0.8,0.0,0.0,0.0,0.0,7.2,0.8,1.6,33.3,20000000.0,0.8461538461538461,0.0384615384615384,0.1153846153846153,-0.6485884615384615,0.0,1,45,45.0,45,45,0.2,0.0,0.5
ita,mf,torino,serie a,21,2001,15,13,1197,13.3,1,0.83,0.3,36.4,0.09,0.25,22.2,0.0,0.0,0.0,46.7,52.6,88.8,795.6,189.7,21.2,23.5,90.4,20.3,21.6,94.1,3.53,4.59,77.0,0.08,0.6,4.74,0.6,0.08,4.74,50.2,2.11,1.88,0.15,0.3,0.68,0.08,0.15,0.08,0.08,0.0,0.23,0.53,1.88,1.5,0.0,0.08,0.15,0.15,0.0,0.08,0.0,0.0,0.0,0.08,0.0,0.0,1.13,0.53,0.53,0.3,0.3,0.75,0.9,83.3,0.15,1.13,0.3,0.83,0.75,1.88,1.05,0.0,60.8,2.41,10.9,39.3,11.1,0.38,60.8,1.13,0.38,33.3,0.53,46.7,38.7,205.2,89.3,1.88,1.28,0.08,0.9,0.83,43.4,0.9,0.3,0.0,0.0,0.98,2.63,0.0,0.0,0.0,0.0,6.32,0.38,0.38,50.0,25000000.0,0.4262295081967213,0.180327868852459,0.3934426229508196,-0.0836147540983606,0.0,11,166,15.090909090909092,37,14,0.07518796992481203,0.006015037593984962,0.3614457831325301
eng,mf,west ham,premier league,24,1999,22,22,1980,22.0,1,1.14,0.18,16.0,0.04,0.25,24.9,0.0,0.0,0.05,52.8,60.2,87.8,968.8,263.8,24.4,27.4,89.2,21.0,22.0,95.5,6.55,8.86,73.8,0.05,1.18,7.05,0.36,0.14,7.09,58.6,1.5,1.23,0.09,1.86,1.0,0.09,0.18,0.14,0.0,0.0,0.05,0.73,3.0,2.59,0.09,0.05,0.05,0.09,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.0,2.32,0.95,1.09,1.14,0.09,0.77,1.14,68.0,0.36,1.14,0.45,0.68,1.59,3.91,1.55,0.0,69.2,3.09,17.8,41.0,11.7,0.64,69.1,1.27,0.64,50.0,0.5,39.3,40.1,246.0,136.0,2.5,2.05,0.05,0.73,0.64,46.5,1.05,0.14,0.0,0.0,0.77,0.23,0.05,0.0,0.0,0.0,9.41,1.05,0.68,60.5,120000000.0,0.2,0.29,0.51,0.2304449999999999,0.0,2,30,15.0,16,16,0.045454545454545456,0.002272727272727273,0.15789473684210528
usa,df,crystal palace,premier league,22,2000,7,3,348,3.9,0,1.03,0.0,0.0,0.0,0.0,9.1,0.0,0.0,0.0,29.0,35.1,82.5,566.7,174.4,8.97,11.3,79.5,16.2,17.9,90.0,3.85,5.9,65.2,0.0,0.26,1.79,0.0,0.0,2.05,34.1,1.03,0.77,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.26,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79,1.28,1.54,0.26,0.0,1.03,1.54,66.7,0.51,2.31,0.26,2.05,2.05,3.85,6.67,0.0,50.3,10.0,26.2,19.5,4.62,1.28,50.3,0.0,0.0,0.0,0.0,0.0,19.7,79.7,38.7,0.26,0.26,0.0,0.26,0.26,25.6,0.26,0.0,0.0,0.0,0.26,0.26,0.26,0.0,0.0,0.0,2.05,2.31,0.51,81.8,22000000.0,0.2916666666666667,0.0833333333333333,0.625,0.2965472222222222,0.0,11,408,37.09090909090909,74,11,0.0,0.0,0.0
bra,mffw,tottenham,premier league,25,1997,14,5,503,5.6,0,2.5,0.89,35.7,0.0,0.0,12.7,0.0,0.0,0.0,20.7,28.0,73.9,314.6,89.5,11.1,14.6,75.6,6.25,8.04,77.8,1.61,2.14,75.0,0.36,1.61,1.79,1.43,0.36,3.39,27.1,0.89,0.0,0.54,0.18,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.89,3.39,2.32,0.0,0.0,0.18,0.89,0.0,0.54,0.36,0.0,0.0,0.0,0.18,0.0,1.61,1.07,0.71,0.54,0.36,1.07,2.32,46.2,1.25,1.61,0.18,1.43,0.71,2.32,1.07,0.0,43.9,1.25,8.75,16.4,19.3,5.18,43.9,2.86,0.71,25.0,1.96,68.8,26.8,154.3,70.0,2.5,2.32,0.71,3.57,2.14,30.9,7.86,0.36,0.0,0.0,1.25,2.14,0.54,0.18,0.0,0.0,5.54,0.71,1.61,30.8,25000000.0,0.35,0.24,0.41,0.06623,0.0,15,485,32.333333333333336,73,57,0.0,0.0642857142857143,0.356
ger,mffw,hertha bsc,bundesliga,25,1997,16,9,860,9.6,3,2.92,0.94,32.1,0.11,0.33,22.6,0.21,0.0,0.0,18.9,30.6,61.6,308.6,100.8,9.17,11.4,80.7,6.46,10.2,63.3,1.98,5.0,39.6,0.21,0.83,1.35,1.15,0.31,2.71,27.4,3.02,0.73,0.0,0.31,3.75,1.04,1.25,0.21,1.04,0.0,0.21,2.08,2.71,1.46,0.42,0.31,0.42,0.0,0.1,0.52,0.42,0.0,0.0,0.1,0.0,0.0,2.19,0.94,1.04,0.83,0.31,1.04,2.08,50.0,1.04,1.56,0.0,1.56,0.83,3.02,1.46,0.0,47.9,1.67,8.13,20.7,20.1,2.19,47.9,4.58,1.77,38.6,1.98,43.2,25.8,132.7,53.0,1.88,1.15,0.42,3.02,1.88,26.4,5.1,0.31,0.0,0.0,1.88,1.98,0.31,0.0,0.0,0.0,8.23,0.52,1.15,31.3,1500000.0,0.3773584905660377,0.3584905660377358,0.2641509433962264,-0.1218830188679245,0.0,8,120,15.0,29,8,0.3125,0.021875,0.3219178082191781
esp,df,real sociedad,la liga,29,1993,13,11,1044,11.6,0,0.34,0.09,25.0,0.0,0.0,30.6,0.0,0.0,0.0,41.0,54.6,75.2,689.9,317.6,20.3,23.2,87.4,17.3,22.4,77.3,2.76,6.9,40.0,0.0,0.43,3.02,1.03,0.34,3.1,41.9,12.3,1.21,0.0,0.34,2.76,11.1,0.0,0.0,0.0,0.0,0.34,0.69,1.9,1.38,0.17,0.09,0.09,0.0,0.17,0.09,0.09,0.0,0.0,0.0,0.0,0.0,1.72,1.12,0.69,0.6,0.43,0.43,0.95,45.5,0.52,0.6,0.17,0.43,1.64,3.36,3.36,0.0,66.2,3.79,21.2,28.9,16.8,0.52,66.2,1.72,0.86,50.0,0.6,35.0,30.8,152.8,71.8,1.72,1.64,0.0,1.64,0.6,33.8,4.4,0.17,0.0,0.0,1.38,1.81,0.0,0.0,0.0,0.0,5.6,1.29,0.52,71.4,1200000.0,0.4838709677419355,0.1129032258064516,0.4032258064516129,-0.042958064516129,0.0,9,280,31.11111111111111,87,12,0.0,0.0,0.2647058823529411
ned,dffw,crystal palace,premier league,26,1996,4,0,49,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,70.0,74.3,702.0,148.0,34.0,36.0,94.4,18.0,26.0,69.2,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,56.0,14.0,4.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,8.0,0.0,84.0,12.0,32.0,32.0,20.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,34.0,146.0,92.0,2.0,2.0,0.0,0.0,0.0,44.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,2.0,50.0,1500000.0,0.1052631578947368,0.0,0.8947368421052632,0.7246368421052631,0.0,12,259,21.58333333333333,95,95,0.0,0.0,0.0
ger,gk,bochum,bundesliga,34,1988,20,20,1800,20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.6,52.4,60.3,1249.3,1089.2,2.65,2.7,98.1,8.65,8.9,97.2,20.3,40.3,50.4,0.0,0.1,3.95,0.25,0.05,0.65,38.5,13.4,5.6,0.0,0.85,0.05,0.0,0.0,0.0,0.0,0.0,0.4,0.15,0.65,0.45,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.1,0.0,0.0,0.1,0.1,100.0,0.0,0.05,0.0,0.05,0.15,0.25,0.75,0.2,56.1,35.8,51.7,4.6,0.0,0.0,56.1,0.0,0.0,0.0,0.0,0.0,32.3,173.7,113.8,0.0,0.0,0.0,0.0,0.0,26.1,0.0,0.05,0.0,0.0,0.05,0.1,0.0,0.0,0.05,0.0,3.0,0.3,0.1,75.0,200000.0,0.7254901960784313,0.0392156862745098,0.2352941176470588,-0.4627392156862744,0.0,13,406,31.23076923076923,89,20,0.0,0.0,0.0
ven,mf,sampdoria,serie a,35,1988,18,16,1324,14.7,0,0.61,0.2,33.3,0.0,0.0,21.8,0.0,0.0,0.0,34.5,42.7,80.9,587.5,168.8,16.8,19.1,87.9,13.5,15.8,85.3,3.33,5.92,56.3,0.14,0.95,5.03,1.02,0.2,4.97,41.0,1.5,0.95,0.07,0.68,0.75,0.27,0.07,0.0,0.07,0.0,0.2,0.27,1.7,1.56,0.0,0.0,0.0,0.0,0.14,0.2,0.14,0.0,0.0,0.0,0.0,0.07,2.38,1.16,0.82,1.16,0.41,1.22,1.97,62.1,0.75,1.22,0.0,1.22,1.29,3.67,0.48,0.0,52.1,0.82,8.03,32.7,12.1,0.88,52.1,1.29,0.61,47.4,0.61,47.4,29.6,134.0,60.7,1.09,1.29,0.2,1.09,0.95,34.4,2.11,0.2,0.07,0.0,1.84,1.02,0.0,0.0,0.0,0.0,5.71,1.16,0.54,68.0,200000.0,0.4516129032258064,0.1129032258064516,0.4354838709677419,-0.0359758064516128,0.0,9,269,29.88888888888889,68,16,0.0,0.009523809523809525,0.3278688524590164
fra,gk,lyon,ligue 1,35,1987,4,3,331,3.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.4,33.5,84.7,648.1,521.6,5.95,6.22,95.7,16.5,17.0,96.8,5.68,10.0,56.8,0.0,0.0,0.0,0.0,0.0,0.27,24.9,8.65,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.0,0.0,0.27,0.27,100.0,0.0,0.0,0.0,0.0,0.0,0.27,0.54,0.0,35.9,29.2,35.7,0.27,0.0,0.0,35.9,0.0,0.0,0.0,0.0,0.0,24.9,97.0,54.9,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.0,0.0,0.0,100000.0,0.8076923076923077,0.0576923076923076,0.1346153846153846,-0.6184442307692308,0.0,15,481,32.06666666666667,182,19,0.0,0.0,0.0
fra,fwmf,troyes,ligue 1,29,1993,19,11,1010,11.2,3,2.77,0.98,35.5,0.1,0.27,16.2,0.0,0.0,0.0,21.6,31.4,68.8,303.4,70.9,12.1,15.4,78.5,7.05,10.3,68.7,0.89,2.23,40.0,0.09,1.61,1.96,0.8,0.09,3.13,29.4,1.96,0.09,0.09,0.09,1.52,0.98,0.0,0.0,0.0,0.0,0.09,0.8,3.04,2.05,0.0,0.18,0.45,0.36,0.0,0.63,0.18,0.0,0.09,0.18,0.18,0.0,2.77,1.79,1.07,1.25,0.45,1.25,3.13,40.0,1.88,1.43,0.0,1.43,0.54,3.3,0.36,0.0,46.8,0.8,5.89,22.8,18.9,4.11,46.8,3.04,0.89,29.4,1.79,58.8,33.2,194.4,77.5,1.96,1.07,0.63,2.32,1.61,32.9,6.79,0.27,0.0,0.0,2.05,1.88,0.36,0.0,0.0,0.0,3.93,3.04,4.46,40.5,400000.0,0.4150943396226415,0.2264150943396226,0.3584905660377358,0.0276924528301886,0.0,4,646,161.5,292,292,0.26785714285714285,0.008035714285714287,0.35379061371841153
esp,mffw,girona,la liga,22,2000,20,14,1271,14.1,3,2.41,0.92,38.2,0.09,0.23,20.3,0.07,0.0,0.0,19.5,27.8,70.2,264.8,85.7,12.3,15.1,81.2,5.32,7.66,69.4,0.85,2.7,31.6,0.07,1.13,1.99,1.42,0.28,3.76,26.7,0.92,0.43,0.14,0.07,2.41,0.21,0.07,0.0,0.0,0.0,0.21,0.78,2.48,2.13,0.0,0.21,0.0,0.14,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.71,0.07,0.28,0.21,0.21,0.28,1.35,21.1,1.06,0.71,0.0,0.71,0.35,1.06,0.07,0.0,40.1,0.43,5.39,14.8,20.7,3.19,40.1,4.89,1.77,36.2,2.77,56.5,27.2,236.7,125.8,4.4,3.55,1.56,2.91,1.21,29.9,6.38,0.0,0.0,0.0,1.21,1.56,0.28,0.0,0.0,0.0,4.54,0.35,0.78,31.3,12000000.0,0.5636363636363636,0.0727272727272727,0.3636363636363636,-0.1940272727272727,0.0,0,0,0.0,0,0,0.2127659574468085,0.004964539007092199,0.3817427385892116
sco,fw,newcastle utd,premier league,33,1989,2,0,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,19.0,4.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,300000.0,0.1470588235294117,0.1323529411764706,0.7205882352941176,0.5459588235294117,0.0,14,359,25.642857142857142,129,23,0.0,0.0,0.0
esp,df,barcelona,la liga,31,1992,12,5,544,6.0,2,1.0,0.5,50.0,0.33,0.67,14.3,0.0,0.0,0.0,66.0,71.8,91.9,994.5,224.2,40.2,42.0,95.6,19.8,22.0,90.2,5.17,6.17,83.8,0.0,0.5,7.67,0.67,0.5,7.67,64.0,7.5,0.67,0.0,0.5,1.67,6.83,0.0,0.0,0.0,0.0,0.33,0.33,1.5,1.17,0.0,0.0,0.33,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,1.33,1.17,0.83,0.33,0.17,0.67,0.83,80.0,0.17,0.83,0.67,0.17,1.33,2.67,1.17,0.0,79.2,2.5,14.3,42.0,23.2,2.5,79.2,0.83,0.17,20.0,0.5,60.0,53.8,240.5,153.8,4.33,2.67,0.83,0.5,0.33,59.7,5.67,0.17,0.0,0.0,1.0,0.83,0.17,0.0,0.0,0.0,4.67,0.17,0.33,33.3,1500000.0,0.3092783505154639,0.2474226804123711,0.4432989690721649,0.1470360824742268,0.0,15,638,42.53333333333333,157,36,0.3333333333333333,0.0,0.5
arg,mf,almería,la liga,25,1997,20,19,1487,16.5,1,1.39,0.3,21.7,0.04,0.2,24.6,0.18,0.0,0.0,32.7,42.7,76.6,586.7,201.0,15.3,17.5,87.8,11.5,13.5,84.8,4.61,8.91,51.7,0.18,1.76,3.45,1.33,0.55,4.67,38.4,4.06,1.82,0.36,0.48,4.36,0.18,2.0,0.79,0.97,0.0,0.24,0.61,3.7,2.48,0.85,0.0,0.12,0.18,0.06,0.36,0.24,0.12,0.0,0.0,0.0,0.0,1.58,1.03,0.55,0.67,0.36,0.73,1.82,40.0,1.09,1.64,0.24,1.39,1.52,3.09,1.15,0.0,53.6,1.27,9.82,29.5,15.0,1.33,53.6,2.12,0.73,34.3,0.91,42.9,27.6,133.2,67.3,1.21,1.45,0.12,1.58,0.42,34.6,3.58,0.3,0.0,0.0,1.45,2.67,0.18,0.0,0.0,0.0,6.36,0.73,1.27,36.4,3000000.0,0.6415094339622641,0.0754716981132075,0.2830188679245283,-0.3666415094339622,0.0,3,174,58.0,101,101,0.06060606060606061,0.010909090909090908,0.21582733812949642
sco,df,liverpool,premier league,28,1994,18,15,1322,14.7,0,0.61,0.07,11.1,0.0,0.0,14.5,0.0,0.0,0.0,59.5,75.5,78.8,1019.1,316.5,28.4,31.8,89.1,25.3,30.2,83.8,4.83,9.86,49.0,0.34,2.04,3.4,1.36,0.68,5.17,62.0,13.4,1.77,0.0,0.34,7.48,8.3,3.33,0.95,2.11,0.0,0.07,1.7,3.95,2.59,0.95,0.07,0.27,0.0,0.07,0.48,0.34,0.14,0.0,0.0,0.0,0.0,1.09,0.68,0.41,0.48,0.2,0.41,1.09,37.5,0.68,1.02,0.27,0.75,0.75,1.84,1.7,0.07,83.1,2.86,24.5,32.9,26.1,2.65,83.1,1.5,0.54,36.4,0.88,59.1,42.7,220.1,121.8,2.45,2.11,0.41,1.22,0.48,53.3,8.16,0.0,0.0,0.0,0.68,0.48,0.14,0.0,0.0,0.0,5.24,0.75,0.88,45.8,15000000.0,0.44,0.09,0.47,0.0558669999999999,0.0,13,241,18.53846153846154,103,6,0.0,0.023129251700680274,0.11475409836065575
usa,df,fulham,premier league,25,1997,20,20,1738,19.3,0,0.05,0.0,0.0,0.0,0.0,27.8,0.0,0.0,0.0,39.5,53.9,73.3,678.6,273.1,17.6,20.1,87.4,17.4,22.4,77.6,3.73,8.5,43.9,0.0,0.67,3.01,1.24,0.67,3.78,43.9,10.0,0.67,0.0,0.16,3.63,9.33,0.0,0.0,0.0,0.0,0.0,1.61,1.92,1.81,0.05,0.05,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.61,0.93,1.19,0.36,0.05,1.09,1.3,84.0,0.21,1.76,0.52,1.24,1.4,3.01,2.38,0.05,64.2,3.68,21.6,27.3,16.4,0.93,64.2,2.12,0.88,41.5,0.88,41.5,32.4,222.0,132.0,3.37,2.85,0.47,1.24,0.62,34.2,3.83,0.26,0.0,0.0,0.83,0.62,0.1,0.0,0.05,0.0,7.41,1.09,0.83,56.8,35000000.0,0.3428571428571428,0.1428571428571428,0.5142857142857142,0.1737342857142857,0.0,15,391,26.066666666666663,112,13,0.0,0.0,0.0
esp,mffw,girona,la liga,17,2005,4,0,67,0.7,0,2.86,0.0,0.0,0.0,0.0,16.2,0.0,0.0,0.0,32.9,44.3,74.2,495.7,85.7,22.9,30.0,76.2,7.14,10.0,71.4,2.86,4.29,66.7,0.0,1.43,0.0,0.0,0.0,1.43,37.1,7.14,1.43,0.0,0.0,0.0,5.71,0.0,0.0,0.0,0.0,0.0,0.0,4.29,2.86,0.0,0.0,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,2.86,2.86,0.0,0.0,2.86,5.71,50.0,2.86,0.0,0.0,0.0,0.0,2.86,1.43,0.0,78.6,2.86,12.9,32.9,32.9,4.29,78.6,12.9,4.29,33.3,8.57,66.7,50.0,270.0,91.4,1.43,1.43,1.43,5.71,2.86,52.9,18.6,1.43,0.0,0.0,1.43,5.71,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,5000000.0,0.2280701754385964,0.0175438596491228,0.7543859649122807,0.5578508771929824,0.0,1,214,214.0,214,214,0.0,0.0,0.0
esp,mf,leeds united,premier league,26,1996,20,19,1461,16.2,1,0.93,0.37,40.0,0.07,0.17,21.8,0.06,0.0,0.0,40.9,53.2,76.8,662.7,267.9,21.0,24.4,86.1,15.1,18.7,80.5,3.33,6.98,47.8,0.06,1.05,6.67,0.68,0.0,7.1,50.3,2.72,1.6,0.0,0.43,2.28,0.19,0.86,0.49,0.31,0.0,0.19,0.8,1.54,1.17,0.25,0.0,0.0,0.06,0.06,0.12,0.06,0.0,0.0,0.0,0.06,0.0,2.53,1.67,0.86,1.54,0.12,0.68,2.04,33.3,1.36,1.3,0.43,0.86,1.17,3.7,0.93,0.0,64.0,1.91,13.8,37.7,12.9,1.11,64.0,0.99,0.68,68.8,0.31,31.3,35.2,157.3,83.5,0.99,0.86,0.25,0.93,0.74,40.4,0.93,0.25,0.0,0.0,1.23,0.93,0.0,0.0,0.0,0.0,6.05,0.8,0.62,56.5,4000000.0,0.3647058823529411,0.1647058823529411,0.4705882352941176,0.1040964705882353,0.0,9,403,44.77777777777778,191,191,0.0617283950617284,0.003703703703703704,0.3978494623655914
